"","miRNA","Gene"
"1","hsa-let-7a-5p","ACTB"
"2","hsa-let-7b-5p","ACTB"
"3","hsa-let-7c-5p","ACTB"
"4","hsa-miR-100-5p","ACTB"
"5","hsa-miR-1200","ACTB"
"6","hsa-miR-124-3p","ACTB"
"7","hsa-miR-1275","ACTB"
"8","hsa-miR-127-5p","ACTB"
"9","hsa-miR-1295a","ACTB"
"10","hsa-miR-1303","ACTB"
"11","hsa-miR-1307-3p","ACTB"
"12","hsa-miR-145-5p","ACTB"
"13","hsa-miR-16-5p","ACTB"
"14","hsa-miR-196a-5p","ACTB"
"15","hsa-miR-19a-3p","ACTB"
"16","hsa-miR-19b-3p","ACTB"
"17","hsa-miR-216a-5p","ACTB"
"18","hsa-miR-218-5p","ACTB"
"19","hsa-miR-221-3p","ACTB"
"20","hsa-miR-222-3p","ACTB"
"21","hsa-miR-320a","ACTB"
"22","hsa-miR-324-5p","ACTB"
"23","hsa-miR-326","ACTB"
"24","hsa-miR-329-5p","ACTB"
"25","hsa-miR-33a-5p","ACTB"
"26","hsa-miR-33b-5p","ACTB"
"27","hsa-miR-3613-3p","ACTB"
"28","hsa-miR-382-3p","ACTB"
"29","hsa-miR-412-3p","ACTB"
"30","hsa-miR-450a-2-3p","ACTB"
"31","hsa-miR-450b-5p","ACTB"
"32","hsa-miR-455-3p","ACTB"
"33","hsa-miR-484","ACTB"
"34","hsa-miR-493-3p","ACTB"
"35","hsa-miR-5010-5p","ACTB"
"36","hsa-miR-506-3p","ACTB"
"37","hsa-miR-507","ACTB"
"38","hsa-miR-520g-3p","ACTB"
"39","hsa-miR-520h","ACTB"
"40","hsa-miR-524-3p","ACTB"
"41","hsa-miR-525-3p","ACTB"
"42","hsa-miR-544a","ACTB"
"43","hsa-miR-548aa","ACTB"
"44","hsa-miR-548d-3p","ACTB"
"45","hsa-miR-548h-3p","ACTB"
"46","hsa-miR-548l","ACTB"
"47","hsa-miR-548n","ACTB"
"48","hsa-miR-548t-3p","ACTB"
"49","hsa-miR-548z","ACTB"
"50","hsa-miR-605-5p","ACTB"
"51","hsa-miR-626","ACTB"
"52","hsa-miR-644a","ACTB"
"53","hsa-miR-744-5p","ACTB"
"54","hsa-miR-92a-3p","ACTB"
"55","hsa-let-7b-5p","ACTG1"
"56","hsa-miR-10a-5p","ACTG1"
"57","hsa-miR-10b-5p","ACTG1"
"58","hsa-miR-1180-3p","ACTG1"
"59","hsa-miR-1202","ACTG1"
"60","hsa-miR-1226-3p","ACTG1"
"61","hsa-miR-1307-3p","ACTG1"
"62","hsa-miR-149-5p","ACTG1"
"63","hsa-miR-16-5p","ACTG1"
"64","hsa-miR-193b-3p","ACTG1"
"65","hsa-miR-197-3p","ACTG1"
"66","hsa-miR-221-3p","ACTG1"
"67","hsa-miR-222-3p","ACTG1"
"68","hsa-miR-320a","ACTG1"
"69","hsa-miR-326","ACTG1"
"70","hsa-miR-331-3p","ACTG1"
"71","hsa-miR-342-3p","ACTG1"
"72","hsa-miR-34a-5p","ACTG1"
"73","hsa-miR-361-5p","ACTG1"
"74","hsa-miR-423-5p","ACTG1"
"75","hsa-miR-485-5p","ACTG1"
"76","hsa-miR-652-3p","ACTG1"
"77","hsa-miR-744-5p","ACTG1"
"78","hsa-miR-769-3p","ACTG1"
"79","hsa-miR-877-5p","ACTG1"
"80","hsa-miR-935","ACTG1"
"81","hsa-miR-99b-5p","ACTG1"
"82","hsa-miR-16-5p","ACTN1"
"83","hsa-miR-193b-3p","ACTN1"
"84","hsa-miR-218-5p","ACTN1"
"85","hsa-miR-615-3p","ACTN1"
"86","hsa-let-7b-5p","ACTN4"
"87","hsa-let-7c-5p","ACTN4"
"88","hsa-miR-1180-5p","ACTN4"
"89","hsa-miR-1226-3p","ACTN4"
"90","hsa-miR-142-5p","ACTN4"
"91","hsa-miR-16-5p","ACTN4"
"92","hsa-miR-182-5p","ACTN4"
"93","hsa-miR-185-5p","ACTN4"
"94","hsa-miR-193a-3p","ACTN4"
"95","hsa-miR-193b-3p","ACTN4"
"96","hsa-miR-23a-3p","ACTN4"
"97","hsa-miR-23b-3p","ACTN4"
"98","hsa-miR-26a-5p","ACTN4"
"99","hsa-miR-296-3p","ACTN4"
"100","hsa-miR-301a-5p","ACTN4"
"101","hsa-miR-320a","ACTN4"
"102","hsa-miR-324-3p","ACTN4"
"103","hsa-miR-324-5p","ACTN4"
"104","hsa-miR-339-5p","ACTN4"
"105","hsa-miR-374a-5p","ACTN4"
"106","hsa-miR-548a-5p","ACTN4"
"107","hsa-miR-548ak","ACTN4"
"108","hsa-miR-548am-5p","ACTN4"
"109","hsa-miR-548ar-5p","ACTN4"
"110","hsa-miR-548c-5p","ACTN4"
"111","hsa-miR-548d-5p","ACTN4"
"112","hsa-miR-548h-5p","ACTN4"
"113","hsa-miR-548i","ACTN4"
"114","hsa-miR-548j-5p","ACTN4"
"115","hsa-miR-548k","ACTN4"
"116","hsa-miR-548l","ACTN4"
"117","hsa-miR-548o-5p","ACTN4"
"118","hsa-miR-548y","ACTN4"
"119","hsa-miR-605-5p","ACTN4"
"120","hsa-miR-615-3p","ACTN4"
"121","hsa-miR-6511a-3p","ACTN4"
"122","hsa-miR-652-3p","ACTN4"
"123","hsa-miR-744-5p","ACTN4"
"124","hsa-miR-769-5p","ACTN4"
"125","hsa-miR-92b-3p","ACTN4"
"126","hsa-miR-935","ACTN4"
"127","hsa-miR-96-5p","ACTN4"
"128","hsa-miR-1180-5p","ADAM9"
"129","hsa-miR-1228-3p","ADAM9"
"130","hsa-miR-125a-5p","ADAM9"
"131","hsa-miR-126-3p","ADAM9"
"132","hsa-miR-23a-3p","ADAM9"
"133","hsa-miR-26b-5p","ADAM9"
"134","hsa-miR-30a-5p","ADAM9"
"135","hsa-miR-30b-5p","ADAM9"
"136","hsa-miR-30c-5p","ADAM9"
"137","hsa-miR-30d-5p","ADAM9"
"138","hsa-miR-30e-5p","ADAM9"
"139","hsa-miR-329-3p","ADAM9"
"140","hsa-miR-362-3p","ADAM9"
"141","hsa-miR-373-3p","ADAM9"
"142","hsa-miR-543","ADAM9"
"143","hsa-miR-603","ADAM9"
"144","hsa-miR-100-5p","AKT1"
"145","hsa-miR-105-5p","AKT1"
"146","hsa-miR-125b-5p","AKT1"
"147","hsa-miR-133b","AKT1"
"148","hsa-miR-143-3p","AKT1"
"149","hsa-miR-155-5p","AKT1"
"150","hsa-miR-185-5p","AKT1"
"151","hsa-miR-188-5p","AKT1"
"152","hsa-miR-193b-3p","AKT1"
"153","hsa-miR-199a-3p","AKT1"
"154","hsa-miR-19a-3p","AKT1"
"155","hsa-miR-26b-5p","AKT1"
"156","hsa-miR-302a-3p","AKT1"
"157","hsa-miR-302b-3p","AKT1"
"158","hsa-miR-302c-3p","AKT1"
"159","hsa-miR-302d-3p","AKT1"
"160","hsa-miR-326","AKT1"
"161","hsa-miR-330-5p","AKT1"
"162","hsa-miR-365a-3p","AKT1"
"163","hsa-miR-365b-3p","AKT1"
"164","hsa-miR-378b","AKT1"
"165","hsa-miR-378c","AKT1"
"166","hsa-miR-378d","AKT1"
"167","hsa-miR-378e","AKT1"
"168","hsa-miR-378f","AKT1"
"169","hsa-miR-378h","AKT1"
"170","hsa-miR-378i","AKT1"
"171","hsa-miR-422a","AKT1"
"172","hsa-miR-451a","AKT1"
"173","hsa-miR-496","AKT1"
"174","hsa-miR-518c-5p","AKT1"
"175","hsa-miR-6503-3p","AKT1"
"176","hsa-miR-654-3p","AKT1"
"177","hsa-miR-708-5p","AKT1"
"178","hsa-let-7b-5p","AKT2"
"179","hsa-let-7g-5p","AKT2"
"180","hsa-miR-124-3p","AKT2"
"181","hsa-miR-126-3p","AKT2"
"182","hsa-miR-1296-5p","AKT2"
"183","hsa-miR-137","AKT2"
"184","hsa-miR-149-5p","AKT2"
"185","hsa-miR-151a-5p","AKT2"
"186","hsa-miR-151b","AKT2"
"187","hsa-miR-184","AKT2"
"188","hsa-miR-21-5p","AKT2"
"189","hsa-miR-29a-3p","AKT2"
"190","hsa-miR-29b-3p","AKT2"
"191","hsa-miR-29c-3p","AKT2"
"192","hsa-miR-302b-3p","AKT2"
"193","hsa-miR-423-3p","AKT2"
"194","hsa-miR-612","AKT2"
"195","hsa-miR-708-5p","AKT2"
"196","hsa-miR-744-5p","AKT2"
"197","hsa-miR-122-5p","AKT3"
"198","hsa-miR-124-3p","AKT3"
"199","hsa-miR-146b-5p","AKT3"
"200","hsa-miR-15a-5p","AKT3"
"201","hsa-miR-15b-5p","AKT3"
"202","hsa-miR-16-5p","AKT3"
"203","hsa-miR-195-5p","AKT3"
"204","hsa-miR-221-3p","AKT3"
"205","hsa-miR-222-3p","AKT3"
"206","hsa-miR-297","AKT3"
"207","hsa-miR-29c-3p","AKT3"
"208","hsa-miR-361-5p","AKT3"
"209","hsa-miR-374a-3p","AKT3"
"210","hsa-miR-424-5p","AKT3"
"211","hsa-miR-4524a-5p","AKT3"
"212","hsa-miR-497-5p","AKT3"
"213","hsa-miR-503-5p","AKT3"
"214","hsa-miR-5196-3p","AKT3"
"215","hsa-miR-519d-3p","AKT3"
"216","hsa-miR-520g-3p","AKT3"
"217","hsa-miR-520h","AKT3"
"218","hsa-miR-545-3p","AKT3"
"219","hsa-miR-567","AKT3"
"220","hsa-miR-595","AKT3"
"221","hsa-miR-7-5p","AKT3"
"222","hsa-miR-873-5p","AKT3"
"223","hsa-miR-106b-5p","APC"
"224","hsa-miR-129-5p","APC"
"225","hsa-miR-135a-5p","APC"
"226","hsa-miR-135b-5p","APC"
"227","hsa-miR-142-3p","APC"
"228","hsa-miR-148a-3p","APC"
"229","hsa-miR-155-5p","APC"
"230","hsa-miR-186-5p","APC"
"231","hsa-miR-192-5p","APC"
"232","hsa-miR-210-3p","APC"
"233","hsa-miR-215-5p","APC"
"234","hsa-miR-21-5p","APC"
"235","hsa-miR-218-5p","APC"
"236","hsa-miR-27a-3p","APC"
"237","hsa-miR-663a","APC"
"238","hsa-miR-148b-5p","APC2"
"239","hsa-miR-361-3p","APC2"
"240","hsa-miR-124-3p","ARAF"
"241","hsa-miR-331-3p","ARAF"
"242","hsa-miR-103a-3p","ASH1L"
"243","hsa-miR-107","ASH1L"
"244","hsa-miR-1271-5p","ASH1L"
"245","hsa-miR-154-5p","ASH1L"
"246","hsa-miR-15a-5p","ASH1L"
"247","hsa-miR-15b-5p","ASH1L"
"248","hsa-miR-16-5p","ASH1L"
"249","hsa-miR-17-5p","ASH1L"
"250","hsa-miR-183-5p","ASH1L"
"251","hsa-miR-185-5p","ASH1L"
"252","hsa-miR-190a-3p","ASH1L"
"253","hsa-miR-193b-3p","ASH1L"
"254","hsa-miR-195-5p","ASH1L"
"255","hsa-miR-214-3p","ASH1L"
"256","hsa-miR-302f","ASH1L"
"257","hsa-miR-3140-3p","ASH1L"
"258","hsa-miR-3179","ASH1L"
"259","hsa-miR-329-3p","ASH1L"
"260","hsa-miR-361-5p","ASH1L"
"261","hsa-miR-362-3p","ASH1L"
"262","hsa-miR-377-3p","ASH1L"
"263","hsa-miR-3934-5p","ASH1L"
"264","hsa-miR-424-5p","ASH1L"
"265","hsa-miR-4524a-5p","ASH1L"
"266","hsa-miR-497-5p","ASH1L"
"267","hsa-miR-503-5p","ASH1L"
"268","hsa-miR-514a-3p","ASH1L"
"269","hsa-miR-514b-3p","ASH1L"
"270","hsa-miR-548aa","ASH1L"
"271","hsa-miR-548ah-3p","ASH1L"
"272","hsa-miR-548j-3p","ASH1L"
"273","hsa-miR-548t-3p","ASH1L"
"274","hsa-miR-574-5p","ASH1L"
"275","hsa-miR-603","ASH1L"
"276","hsa-miR-625-5p","ASH1L"
"277","hsa-miR-627-3p","ASH1L"
"278","hsa-miR-651-3p","ASH1L"
"279","hsa-miR-656-3p","ASH1L"
"280","hsa-miR-761","ASH1L"
"281","hsa-miR-96-5p","ASH1L"
"282","hsa-miR-218-5p","AXIN1"
"283","hsa-miR-320a","AXIN1"
"284","hsa-miR-320c","AXIN1"
"285","hsa-miR-335-5p","AXIN1"
"286","hsa-miR-484","AXIN1"
"287","hsa-miR-769-3p","AXIN1"
"288","hsa-miR-92a-3p","AXIN1"
"289","hsa-miR-103a-3p","AXIN2"
"290","hsa-miR-107","AXIN2"
"291","hsa-miR-15a-5p","AXIN2"
"292","hsa-miR-15b-5p","AXIN2"
"293","hsa-miR-16-5p","AXIN2"
"294","hsa-miR-195-5p","AXIN2"
"295","hsa-miR-208a-3p","AXIN2"
"296","hsa-miR-208b-3p","AXIN2"
"297","hsa-miR-2278","AXIN2"
"298","hsa-miR-34a-5p","AXIN2"
"299","hsa-miR-34c-3p","AXIN2"
"300","hsa-miR-424-5p","AXIN2"
"301","hsa-miR-497-5p","AXIN2"
"302","hsa-miR-499a-5p","AXIN2"
"303","hsa-miR-641","AXIN2"
"304","hsa-miR-330-5p","BAD"
"305","hsa-miR-455-3p","BAIAP2"
"306","hsa-miR-105-5p","BCAR1"
"307","hsa-miR-139-3p","BCAR1"
"308","hsa-miR-509-3p","BCAR1"
"309","hsa-miR-522-3p","BCAR1"
"310","hsa-miR-548aa","BCAR1"
"311","hsa-miR-548t-3p","BCAR1"
"312","hsa-let-7a-5p","BCL2"
"313","hsa-miR-103a-3p","BCL2"
"314","hsa-miR-125b-5p","BCL2"
"315","hsa-miR-126-3p","BCL2"
"316","hsa-miR-135a-5p","BCL2"
"317","hsa-miR-136-5p","BCL2"
"318","hsa-miR-143-3p","BCL2"
"319","hsa-miR-148a-3p","BCL2"
"320","hsa-miR-153-3p","BCL2"
"321","hsa-miR-15a-5p","BCL2"
"322","hsa-miR-15b-5p","BCL2"
"323","hsa-miR-16-5p","BCL2"
"324","hsa-miR-17-5p","BCL2"
"325","hsa-miR-181a-5p","BCL2"
"326","hsa-miR-181b-5p","BCL2"
"327","hsa-miR-181c-5p","BCL2"
"328","hsa-miR-181d-5p","BCL2"
"329","hsa-miR-182-5p","BCL2"
"330","hsa-miR-184","BCL2"
"331","hsa-miR-18a-5p","BCL2"
"332","hsa-miR-1915-3p","BCL2"
"333","hsa-miR-192-5p","BCL2"
"334","hsa-miR-195-5p","BCL2"
"335","hsa-miR-196b-5p","BCL2"
"336","hsa-miR-200b-3p","BCL2"
"337","hsa-miR-200c-3p","BCL2"
"338","hsa-miR-204-5p","BCL2"
"339","hsa-miR-205-5p","BCL2"
"340","hsa-miR-206","BCL2"
"341","hsa-miR-20a-5p","BCL2"
"342","hsa-miR-211-5p","BCL2"
"343","hsa-miR-215-5p","BCL2"
"344","hsa-miR-21-5p","BCL2"
"345","hsa-miR-224-5p","BCL2"
"346","hsa-miR-29a-3p","BCL2"
"347","hsa-miR-29b-3p","BCL2"
"348","hsa-miR-29c-3p","BCL2"
"349","hsa-miR-30b-5p","BCL2"
"350","hsa-miR-33b-5p","BCL2"
"351","hsa-miR-34a-5p","BCL2"
"352","hsa-miR-34b-3p","BCL2"
"353","hsa-miR-34c-5p","BCL2"
"354","hsa-miR-365a-3p","BCL2"
"355","hsa-miR-375","BCL2"
"356","hsa-miR-429","BCL2"
"357","hsa-miR-448","BCL2"
"358","hsa-miR-449a","BCL2"
"359","hsa-miR-451a","BCL2"
"360","hsa-miR-494-3p","BCL2"
"361","hsa-miR-497-5p","BCL2"
"362","hsa-miR-503-5p","BCL2"
"363","hsa-miR-630","BCL2"
"364","hsa-miR-708-5p","BCL2"
"365","hsa-miR-7-5p","BCL2"
"366","hsa-miR-96-5p","BCL2"
"367","hsa-miR-15a-5p","BHLHE40"
"368","hsa-miR-15b-5p","BHLHE40"
"369","hsa-miR-16-5p","BHLHE40"
"370","hsa-miR-1915-3p","BHLHE40"
"371","hsa-miR-195-5p","BHLHE40"
"372","hsa-miR-3140-5p","BHLHE40"
"373","hsa-miR-329-3p","BHLHE40"
"374","hsa-miR-335-5p","BHLHE40"
"375","hsa-miR-345-3p","BHLHE40"
"376","hsa-miR-362-3p","BHLHE40"
"377","hsa-miR-374a-5p","BHLHE40"
"378","hsa-miR-454-3p","BHLHE40"
"379","hsa-miR-483-3p","BHLHE40"
"380","hsa-miR-603","BHLHE40"
"381","hsa-miR-767-3p","BHLHE40"
"382","hsa-miR-941","BHLHE40"
"383","hsa-miR-143-3p","BRAF"
"384","hsa-miR-145-5p","BRAF"
"385","hsa-miR-191-5p","BRAF"
"386","hsa-miR-744-5p","BRAF"
"387","hsa-miR-15a-5p","CASK"
"388","hsa-miR-15b-5p","CASK"
"389","hsa-miR-16-5p","CASK"
"390","hsa-miR-195-5p","CASK"
"391","hsa-miR-424-5p","CASK"
"392","hsa-miR-4524a-5p","CASK"
"393","hsa-miR-497-5p","CASK"
"394","hsa-miR-503-5p","CASK"
"395","hsa-let-7a-5p","CCND1"
"396","hsa-let-7b-5p","CCND1"
"397","hsa-let-7c-5p","CCND1"
"398","hsa-let-7d-5p","CCND1"
"399","hsa-let-7e-5p","CCND1"
"400","hsa-let-7f-5p","CCND1"
"401","hsa-let-7g-5p","CCND1"
"402","hsa-let-7i-5p","CCND1"
"403","hsa-miR-106a-5p","CCND1"
"404","hsa-miR-106b-5p","CCND1"
"405","hsa-miR-1193","CCND1"
"406","hsa-miR-1234-3p","CCND1"
"407","hsa-miR-1253","CCND1"
"408","hsa-miR-1257","CCND1"
"409","hsa-miR-1271-5p","CCND1"
"410","hsa-miR-1299","CCND1"
"411","hsa-miR-138-5p","CCND1"
"412","hsa-miR-142-5p","CCND1"
"413","hsa-miR-147a","CCND1"
"414","hsa-miR-152-3p","CCND1"
"415","hsa-miR-155-5p","CCND1"
"416","hsa-miR-15a-5p","CCND1"
"417","hsa-miR-15b-5p","CCND1"
"418","hsa-miR-16-5p","CCND1"
"419","hsa-miR-17-5p","CCND1"
"420","hsa-miR-183-5p","CCND1"
"421","hsa-miR-18a-5p","CCND1"
"422","hsa-miR-18b-5p","CCND1"
"423","hsa-miR-1910-3p","CCND1"
"424","hsa-miR-193b-3p","CCND1"
"425","hsa-miR-195-5p","CCND1"
"426","hsa-miR-196a-5p","CCND1"
"427","hsa-miR-19a-3p","CCND1"
"428","hsa-miR-202-3p","CCND1"
"429","hsa-miR-206","CCND1"
"430","hsa-miR-20a-5p","CCND1"
"431","hsa-miR-20b-5p","CCND1"
"432","hsa-miR-216b-3p","CCND1"
"433","hsa-miR-24-3p","CCND1"
"434","hsa-miR-26b-5p","CCND1"
"435","hsa-miR-27a-3p","CCND1"
"436","hsa-miR-298","CCND1"
"437","hsa-miR-29a-3p","CCND1"
"438","hsa-miR-302a-3p","CCND1"
"439","hsa-miR-302c-3p","CCND1"
"440","hsa-miR-323b-3p","CCND1"
"441","hsa-miR-326","CCND1"
"442","hsa-miR-330-5p","CCND1"
"443","hsa-miR-340-5p","CCND1"
"444","hsa-miR-34a-5p","CCND1"
"445","hsa-miR-34b-3p","CCND1"
"446","hsa-miR-365a-3p","CCND1"
"447","hsa-miR-369-3p","CCND1"
"448","hsa-miR-374a-5p","CCND1"
"449","hsa-miR-374b-5p","CCND1"
"450","hsa-miR-383-5p","CCND1"
"451","hsa-miR-424-5p","CCND1"
"452","hsa-miR-4458","CCND1"
"453","hsa-miR-448","CCND1"
"454","hsa-miR-449a","CCND1"
"455","hsa-miR-4524a-5p","CCND1"
"456","hsa-miR-490-3p","CCND1"
"457","hsa-miR-491-3p","CCND1"
"458","hsa-miR-494-3p","CCND1"
"459","hsa-miR-497-5p","CCND1"
"460","hsa-miR-5010-3p","CCND1"
"461","hsa-miR-503-5p","CCND1"
"462","hsa-miR-513a-5p","CCND1"
"463","hsa-miR-516b-5p","CCND1"
"464","hsa-miR-518c-5p","CCND1"
"465","hsa-miR-5196-5p","CCND1"
"466","hsa-miR-519d-3p","CCND1"
"467","hsa-miR-520b","CCND1"
"468","hsa-miR-545-3p","CCND1"
"469","hsa-miR-548ah-5p","CCND1"
"470","hsa-miR-548k","CCND1"
"471","hsa-miR-556-5p","CCND1"
"472","hsa-miR-563","CCND1"
"473","hsa-miR-574-5p","CCND1"
"474","hsa-miR-593-3p","CCND1"
"475","hsa-miR-603","CCND1"
"476","hsa-miR-6511a-5p","CCND1"
"477","hsa-miR-708-5p","CCND1"
"478","hsa-miR-758-5p","CCND1"
"479","hsa-miR-875-3p","CCND1"
"480","hsa-miR-891b","CCND1"
"481","hsa-miR-92a-3p","CCND1"
"482","hsa-miR-93-5p","CCND1"
"483","hsa-miR-944","CCND1"
"484","hsa-miR-95-3p","CCND1"
"485","hsa-miR-9-5p","CCND1"
"486","hsa-miR-96-5p","CCND1"
"487","hsa-miR-98-5p","CCND1"
"488","hsa-let-7a-5p","CCND2"
"489","hsa-let-7b-5p","CCND2"
"490","hsa-miR-106b-5p","CCND2"
"491","hsa-miR-1200","CCND2"
"492","hsa-miR-1228-3p","CCND2"
"493","hsa-miR-124-3p","CCND2"
"494","hsa-miR-1248","CCND2"
"495","hsa-miR-1252-5p","CCND2"
"496","hsa-miR-1255a","CCND2"
"497","hsa-miR-1255b-5p","CCND2"
"498","hsa-miR-1297","CCND2"
"499","hsa-miR-130a-3p","CCND2"
"500","hsa-miR-130b-3p","CCND2"
"501","hsa-miR-154-5p","CCND2"
"502","hsa-miR-15a-5p","CCND2"
"503","hsa-miR-15b-5p","CCND2"
"504","hsa-miR-16-5p","CCND2"
"505","hsa-miR-17-5p","CCND2"
"506","hsa-miR-182-5p","CCND2"
"507","hsa-miR-185-5p","CCND2"
"508","hsa-miR-191-5p","CCND2"
"509","hsa-miR-195-5p","CCND2"
"510","hsa-miR-196a-5p","CCND2"
"511","hsa-miR-19a-3p","CCND2"
"512","hsa-miR-19b-3p","CCND2"
"513","hsa-miR-206","CCND2"
"514","hsa-miR-20a-5p","CCND2"
"515","hsa-miR-26a-5p","CCND2"
"516","hsa-miR-26b-5p","CCND2"
"517","hsa-miR-29a-3p","CCND2"
"518","hsa-miR-29b-3p","CCND2"
"519","hsa-miR-29c-3p","CCND2"
"520","hsa-miR-301a-3p","CCND2"
"521","hsa-miR-302a-3p","CCND2"
"522","hsa-miR-302b-3p","CCND2"
"523","hsa-miR-302c-3p","CCND2"
"524","hsa-miR-302d-3p","CCND2"
"525","hsa-miR-302e","CCND2"
"526","hsa-miR-30c-5p","CCND2"
"527","hsa-miR-320a","CCND2"
"528","hsa-miR-324-3p","CCND2"
"529","hsa-miR-335-5p","CCND2"
"530","hsa-miR-340-5p","CCND2"
"531","hsa-miR-342-3p","CCND2"
"532","hsa-miR-3613-3p","CCND2"
"533","hsa-miR-372-3p","CCND2"
"534","hsa-miR-373-3p","CCND2"
"535","hsa-miR-382-5p","CCND2"
"536","hsa-miR-3916","CCND2"
"537","hsa-miR-423-5p","CCND2"
"538","hsa-miR-424-5p","CCND2"
"539","hsa-miR-4516","CCND2"
"540","hsa-miR-4521","CCND2"
"541","hsa-miR-4524a-5p","CCND2"
"542","hsa-miR-454-3p","CCND2"
"543","hsa-miR-497-5p","CCND2"
"544","hsa-miR-503-5p","CCND2"
"545","hsa-miR-505-3p","CCND2"
"546","hsa-miR-519a-3p","CCND2"
"547","hsa-miR-519b-3p","CCND2"
"548","hsa-miR-519c-3p","CCND2"
"549","hsa-miR-520a-3p","CCND2"
"550","hsa-miR-520b","CCND2"
"551","hsa-miR-520c-3p","CCND2"
"552","hsa-miR-520d-3p","CCND2"
"553","hsa-miR-520e","CCND2"
"554","hsa-miR-603","CCND2"
"555","hsa-miR-610","CCND2"
"556","hsa-miR-615-3p","CCND2"
"557","hsa-miR-656-3p","CCND2"
"558","hsa-miR-665","CCND2"
"559","hsa-miR-765","CCND2"
"560","hsa-miR-877-5p","CCND2"
"561","hsa-miR-890","CCND2"
"562","hsa-miR-96-5p","CCND2"
"563","hsa-let-7b-5p","CCND3"
"564","hsa-miR-138-5p","CCND3"
"565","hsa-miR-16-5p","CCND3"
"566","hsa-miR-1909-3p","CCND3"
"567","hsa-miR-195-5p","CCND3"
"568","hsa-miR-218-5p","CCND3"
"569","hsa-miR-27b-3p","CCND3"
"570","hsa-miR-28-5p","CCND3"
"571","hsa-miR-324-5p","CCND3"
"572","hsa-miR-34a-5p","CCND3"
"573","hsa-miR-424-5p","CCND3"
"574","hsa-miR-497-5p","CCND3"
"575","hsa-miR-503-5p","CCND3"
"576","hsa-miR-615-3p","CCND3"
"577","hsa-miR-708-5p","CCND3"
"578","hsa-miR-765","CCND3"
"579","hsa-miR-106b-5p","CDC42"
"580","hsa-miR-133a-3p","CDC42"
"581","hsa-miR-133b","CDC42"
"582","hsa-miR-137","CDC42"
"583","hsa-miR-185-5p","CDC42"
"584","hsa-miR-195-5p","CDC42"
"585","hsa-miR-204-5p","CDC42"
"586","hsa-miR-216a-5p","CDC42"
"587","hsa-miR-224-5p","CDC42"
"588","hsa-miR-29a-3p","CDC42"
"589","hsa-miR-29b-3p","CDC42"
"590","hsa-miR-29c-3p","CDC42"
"591","hsa-miR-330-3p","CDC42"
"592","hsa-miR-375","CDC42"
"593","hsa-miR-484","CDC42"
"594","hsa-miR-608","CDC42"
"595","hsa-miR-122-5p","CDK4"
"596","hsa-miR-124-3p","CDK4"
"597","hsa-miR-125a-3p","CDK4"
"598","hsa-miR-1306-3p","CDK4"
"599","hsa-miR-1307-3p","CDK4"
"600","hsa-miR-130a-3p","CDK4"
"601","hsa-miR-130b-3p","CDK4"
"602","hsa-miR-145-5p","CDK4"
"603","hsa-miR-155-5p","CDK4"
"604","hsa-miR-15b-5p","CDK4"
"605","hsa-miR-193b-3p","CDK4"
"606","hsa-miR-195-5p","CDK4"
"607","hsa-miR-206","CDK4"
"608","hsa-miR-216a-5p","CDK4"
"609","hsa-miR-216b-5p","CDK4"
"610","hsa-miR-24-3p","CDK4"
"611","hsa-miR-25-3p","CDK4"
"612","hsa-miR-29a-3p","CDK4"
"613","hsa-miR-301a-3p","CDK4"
"614","hsa-miR-302a-3p","CDK4"
"615","hsa-miR-320a","CDK4"
"616","hsa-miR-34a-5p","CDK4"
"617","hsa-miR-34b-3p","CDK4"
"618","hsa-miR-34c-5p","CDK4"
"619","hsa-miR-3934-5p","CDK4"
"620","hsa-miR-4284","CDK4"
"621","hsa-miR-431-5p","CDK4"
"622","hsa-miR-449a","CDK4"
"623","hsa-miR-449b-5p","CDK4"
"624","hsa-miR-454-3p","CDK4"
"625","hsa-miR-483-3p","CDK4"
"626","hsa-miR-497-5p","CDK4"
"627","hsa-miR-504-3p","CDK4"
"628","hsa-miR-506-3p","CDK4"
"629","hsa-miR-545-3p","CDK4"
"630","hsa-miR-548a-5p","CDK4"
"631","hsa-miR-548ak","CDK4"
"632","hsa-miR-548am-5p","CDK4"
"633","hsa-miR-548ar-5p","CDK4"
"634","hsa-miR-548c-5p","CDK4"
"635","hsa-miR-548d-5p","CDK4"
"636","hsa-miR-548h-5p","CDK4"
"637","hsa-miR-548i","CDK4"
"638","hsa-miR-548j-5p","CDK4"
"639","hsa-miR-548o-5p","CDK4"
"640","hsa-miR-548y","CDK4"
"641","hsa-miR-616-3p","CDK4"
"642","hsa-miR-640","CDK4"
"643","hsa-miR-764","CDK4"
"644","hsa-miR-766-3p","CDK4"
"645","hsa-miR-1301-3p","CFL1"
"646","hsa-miR-193b-3p","CFL1"
"647","hsa-miR-324-5p","CFL1"
"648","hsa-miR-34a-5p","CFL1"
"649","hsa-miR-484","CFL1"
"650","hsa-miR-125b-5p","CGN"
"651","hsa-miR-186-5p","CGN"
"652","hsa-miR-19b-3p","CGN"
"653","hsa-miR-186-5p","CLDN23"
"654","hsa-miR-222-3p","CLDN23"
"655","hsa-let-7e-5p","CLDN4"
"656","hsa-miR-335-5p","CLDN4"
"657","hsa-miR-335-5p","CLDN7"
"658","hsa-miR-484","CLDN7"
"659","hsa-miR-335-5p","CRB3"
"660","hsa-let-7e-5p","CREBBP"
